Age,Gender,Education Level,Occupation,Political Affiliation,Geographic Location,Social Media Usage Frequency,Preferred Social Media,Political Content Exposure,Types of Political Content,Sources of Political Content,Recency of Exposure,Interactions Frequency,Political Content Topics,Perception of Accuracy,Awareness of Algorithms,Perception of Relevance,Personal Impact,Trust in Social Media,Concerns about Algorithms,Overall Quality of Discourse,Views on Influence,Suggestions for Improvement
68,Female,High School,Employed,Independent,USA,1-2 hours,Twitter,Rarely,Memes,Independent bloggers,Longer than a week ago,Once a day,Economy,Very accurate,Yes,Not relevant,No impact,Trust a lot,Somewhat concerned,High quality,Somewhat influential,Enhance user controls
71,Female,PhD,Unemployed,Conservative,USA,1-2 hours,Instagram,Once a day,Memes,Mainstream media,Within the last week,Rarely,Economy,Somewhat accurate,No,Very relevant,Strong impact,Trust a lot,Very concerned,Low quality,Somewhat influential,Enhance user controls
67,Non-binary,PhD,Employed,Liberal,UK,2-4 hours,Facebook,Rarely,Opinion pieces,Political parties,Within the last week,Few times a week,Economy,Not accurate,No,Very relevant,Strong impact,Trust a lot,Not concerned,High quality,Very influential,Enhance user controls
66,Male,Bachelor's,Unemployed,Liberal,UK,1-2 hours,Instagram,Several times a day,News articles,Independent bloggers,Within the last 24 hours,Few times a week,Healthcare,Somewhat accurate,No,Somewhat relevant,Moderate impact,Trust a lot,Very concerned,Moderate quality,Very influential,Provide more diverse sources
51,Male,PhD,Student,Conservative,Australia,2-4 hours,Instagram,Once a day,Opinion pieces,Independent bloggers,Within the last 24 hours,Rarely,Environment,Not accurate,No,Not relevant,Moderate impact,Trust a lot,Very concerned,Moderate quality,Very influential,Provide more diverse sources
38,Non-binary,Master's,Employed,Conservative,UK,4+ hours,Facebook,Rarely,News articles,Political parties,Within the last week,Once a day,Economy,Not accurate,No,Not relevant,Moderate impact,Trust a lot,Very concerned,Low quality,Very influential,Enhance user controls
53,Non-binary,PhD,Student,Liberal,UK,1-2 hours,Instagram,Few times a week,Memes,Independent bloggers,Within the last 24 hours,Rarely,Healthcare,Not accurate,No,Very relevant,Strong impact,Trust a lot,Very concerned,Low quality,Not influential,Improve fact-checking
18,Non-binary,PhD,Employed,Liberal,UK,4+ hours,Twitter,Few times a week,Memes,Independent bloggers,Longer than a week ago,Few times a week,Immigration,Very accurate,Yes,Somewhat relevant,No impact,Trust somewhat,Somewhat concerned,Moderate quality,Not influential,Improve fact-checking
21,Non-binary,Bachelor's,Employed,Liberal,Canada,2-4 hours,Facebook,Once a day,News articles,Independent bloggers,Within the last 24 hours,Once a day,Healthcare,Not accurate,Yes,Very relevant,Strong impact,Do not trust,Not concerned,Low quality,Not influential,Increase transparency
23,Male,High School,Employed,Conservative,USA,4+ hours,Instagram,Once a day,Opinion pieces,Independent bloggers,Within the last 24 hours,Once a day,Economy,Somewhat accurate,No,Somewhat relevant,Strong impact,Do not trust,Very concerned,Moderate quality,Not influential,Improve fact-checking
58,Non-binary,Bachelor's,Student,Conservative,Canada,0-1 hour,Facebook,Rarely,Opinion pieces,Independent bloggers,Within the last week,Few times a week,Immigration,Somewhat accurate,No,Not relevant,Moderate impact,Do not trust,Very concerned,Moderate quality,Very influential,Improve fact-checking
58,Non-binary,PhD,Employed,Conservative,UK,1-2 hours,Twitter,Few times a week,Memes,Political parties,Within the last week,Once a day,Immigration,Somewhat accurate,Yes,Not relevant,Moderate impact,Trust a lot,Very concerned,High quality,Not influential,Improve fact-checking
59,Female,Bachelor's,Student,Conservative,UK,4+ hours,Facebook,Several times a day,News articles,Political parties,Longer than a week ago,Several times a day,Immigration,Not accurate,No,Very relevant,Strong impact,Trust a lot,Somewhat concerned,Low quality,Not influential,Enhance user controls
71,Non-binary,High School,Employed,Conservative,Canada,2-4 hours,Facebook,Several times a day,Opinion pieces,Political parties,Within the last week,Few times a week,Immigration,Somewhat accurate,Yes,Not relevant,Moderate impact,Trust somewhat,Very concerned,Low quality,Somewhat influential,Improve fact-checking
78,Male,Master's,Unemployed,Independent,USA,2-4 hours,Facebook,Rarely,Opinion pieces,Independent bloggers,Within the last hour,Rarely,Healthcare,Not accurate,No,Somewhat relevant,Strong impact,Trust a lot,Very concerned,Low quality,Not influential,Increase transparency
47,Female,Bachelor's,Student,Liberal,Australia,0-1 hour,Facebook,Rarely,News articles,Political parties,Within the last week,Several times a day,Economy,Somewhat accurate,No,Very relevant,No impact,Do not trust,Very concerned,Low quality,Somewhat influential,Improve fact-checking
21,Male,Master's,Student,Independent,USA,1-2 hours,Instagram,Several times a day,News articles,Political parties,Within the last 24 hours,Once a day,Immigration,Very accurate,Yes,Very relevant,No impact,Trust a lot,Not concerned,Low quality,Somewhat influential,Increase transparency
57,Male,Master's,Student,Independent,USA,4+ hours,Instagram,Once a day,Opinion pieces,Mainstream media,Within the last week,Several times a day,Economy,Not accurate,Yes,Very relevant,No impact,Trust a lot,Not concerned,High quality,Somewhat influential,Improve fact-checking
60,Male,Bachelor's,Unemployed,Independent,USA,0-1 hour,Twitter,Once a day,Opinion pieces,Independent bloggers,Within the last week,Once a day,Immigration,Somewhat accurate,No,Not relevant,Strong impact,Trust a lot,Not concerned,Moderate quality,Not influential,Improve fact-checking
18,Female,High School,Employed,Liberal,Australia,1-2 hours,Twitter,Once a day,News articles,Political parties,Longer than a week ago,Rarely,Economy,Not accurate,No,Somewhat relevant,No impact,Trust a lot,Very concerned,High quality,Not influential,Provide more diverse sources
67,Male,Master's,Unemployed,Conservative,USA,1-2 hours,Twitter,Once a day,News articles,Independent bloggers,Within the last hour,Several times a day,Environment,Not accurate,Yes,Somewhat relevant,Strong impact,Trust somewhat,Not concerned,High quality,Very influential,Provide more diverse sources
79,Non-binary,Bachelor's,Employed,Liberal,Australia,4+ hours,Instagram,Rarely,News articles,Political parties,Within the last week,Rarely,Immigration,Not accurate,No,Somewhat relevant,No impact,Trust somewhat,Not concerned,Low quality,Somewhat influential,Provide more diverse sources
33,Non-binary,High School,Student,Independent,USA,0-1 hour,Twitter,Once a day,Opinion pieces,Independent bloggers,Within the last week,Several times a day,Economy,Somewhat accurate,No,Somewhat relevant,No impact,Trust a lot,Somewhat concerned,Moderate quality,Very influential,Improve fact-checking
21,Male,PhD,Student,Independent,USA,2-4 hours,Facebook,Several times a day,Opinion pieces,Mainstream media,Within the last 24 hours,Few times a week,Environment,Somewhat accurate,Yes,Very relevant,Strong impact,Trust a lot,Not concerned,Moderate quality,Not influential,Improve fact-checking
53,Male,High School,Employed,Independent,Canada,4+ hours,Facebook,Several times a day,News articles,Independent bloggers,Longer than a week ago,Few times a week,Immigration,Not accurate,Yes,Not relevant,No impact,Trust somewhat,Somewhat concerned,Low quality,Very influential,Enhance user controls
57,Male,Bachelor's,Unemployed,Independent,Canada,2-4 hours,Twitter,Rarely,Opinion pieces,Political parties,Within the last 24 hours,Rarely,Immigration,Very accurate,Yes,Very relevant,Moderate impact,Do not trust,Very concerned,Low quality,Very influential,Enhance user controls
30,Male,Master's,Unemployed,Liberal,UK,4+ hours,Facebook,Few times a week,News articles,Political parties,Within the last 24 hours,Few times a week,Healthcare,Very accurate,No,Very relevant,No impact,Do not trust,Not concerned,Low quality,Somewhat influential,Enhance user controls
35,Non-binary,Master's,Student,Liberal,UK,1-2 hours,Twitter,Once a day,Memes,Political parties,Longer than a week ago,Once a day,Economy,Not accurate,Yes,Not relevant,No impact,Trust a lot,Not concerned,Low quality,Very influential,Provide more diverse sources
18,Male,High School,Unemployed,Conservative,USA,1-2 hours,Instagram,Rarely,News articles,Independent bloggers,Longer than a week ago,Once a day,Immigration,Very accurate,No,Somewhat relevant,Strong impact,Trust somewhat,Not concerned,Moderate quality,Somewhat influential,Enhance user controls
41,Female,Bachelor's,Student,Liberal,Australia,4+ hours,Instagram,Rarely,Memes,Independent bloggers,Within the last week,Several times a day,Immigration,Not accurate,Yes,Not relevant,Moderate impact,Trust a lot,Not concerned,Moderate quality,Very influential,Provide more diverse sources
42,Female,PhD,Student,Liberal,Canada,0-1 hour,Instagram,Few times a week,Opinion pieces,Mainstream media,Within the last hour,Few times a week,Economy,Very accurate,Yes,Very relevant,No impact,Trust somewhat,Very concerned,Low quality,Somewhat influential,Provide more diverse sources
36,Female,Bachelor's,Student,Independent,USA,4+ hours,Facebook,Rarely,News articles,Political parties,Within the last 24 hours,Several times a day,Immigration,Not accurate,No,Not relevant,Strong impact,Trust somewhat,Not concerned,Low quality,Somewhat influential,Provide more diverse sources
69,Male,Master's,Employed,Conservative,UK,1-2 hours,Facebook,Several times a day,Opinion pieces,Political parties,Within the last week,Several times a day,Healthcare,Somewhat accurate,Yes,Not relevant,No impact,Trust somewhat,Somewhat concerned,Low quality,Somewhat influential,Enhance user controls
28,Male,Bachelor's,Student,Independent,USA,2-4 hours,Twitter,Rarely,News articles,Political parties,Within the last hour,Once a day,Economy,Very accurate,Yes,Somewhat relevant,Strong impact,Do not trust,Not concerned,High quality,Very influential,Provide more diverse sources
39,Non-binary,Master's,Student,Liberal,Australia,1-2 hours,Twitter,Rarely,News articles,Independent bloggers,Within the last hour,Few times a week,Economy,Very accurate,Yes,Not relevant,No impact,Trust somewhat,Somewhat concerned,Low quality,Not influential,Increase transparency
32,Male,High School,Student,Conservative,Australia,4+ hours,Instagram,Few times a week,News articles,Mainstream media,Within the last 24 hours,Few times a week,Immigration,Very accurate,Yes,Somewhat relevant,Strong impact,Do not trust,Somewhat concerned,Low quality,Very influential,Provide more diverse sources
61,Female,Bachelor's,Employed,Independent,Canada,0-1 hour,Instagram,Rarely,News articles,Political parties,Longer than a week ago,Once a day,Immigration,Not accurate,Yes,Not relevant,No impact,Do not trust,Not concerned,High quality,Not influential,Increase transparency
55,Male,High School,Unemployed,Conservative,Canada,0-1 hour,Facebook,Several times a day,Opinion pieces,Political parties,Within the last hour,Several times a day,Environment,Not accurate,No,Not relevant,No impact,Trust a lot,Very concerned,Low quality,Not influential,Improve fact-checking
27,Female,Master's,Student,Liberal,USA,0-1 hour,Facebook,Few times a week,Memes,Mainstream media,Within the last hour,Rarely,Economy,Somewhat accurate,No,Very relevant,No impact,Do not trust,Very concerned,Moderate quality,Not influential,Provide more diverse sources
42,Male,Bachelor's,Student,Liberal,USA,1-2 hours,Facebook,Rarely,Memes,Independent bloggers,Within the last week,Few times a week,Healthcare,Very accurate,No,Not relevant,Strong impact,Do not trust,Somewhat concerned,High quality,Not influential,Enhance user controls
71,Female,High School,Employed,Conservative,Canada,0-1 hour,Instagram,Once a day,Memes,Political parties,Within the last hour,Few times a week,Economy,Somewhat accurate,Yes,Somewhat relevant,Strong impact,Trust a lot,Somewhat concerned,High quality,Not influential,Provide more diverse sources
69,Female,Bachelor's,Employed,Conservative,Canada,1-2 hours,Facebook,Few times a week,News articles,Political parties,Within the last week,Once a day,Environment,Somewhat accurate,No,Very relevant,No impact,Do not trust,Somewhat concerned,Low quality,Very influential,Provide more diverse sources
37,Female,Master's,Student,Liberal,UK,1-2 hours,Instagram,Rarely,Memes,Mainstream media,Within the last week,Few times a week,Economy,Somewhat accurate,No,Very relevant,Moderate impact,Do not trust,Somewhat concerned,Moderate quality,Not influential,Increase transparency
24,Male,Bachelor's,Unemployed,Conservative,Australia,2-4 hours,Twitter,Few times a week,Opinion pieces,Political parties,Within the last hour,Few times a week,Immigration,Not accurate,Yes,Very relevant,Moderate impact,Do not trust,Not concerned,Low quality,Not influential,Enhance user controls
49,Non-binary,Bachelor's,Employed,Conservative,UK,0-1 hour,Instagram,Few times a week,Opinion pieces,Mainstream media,Within the last week,Once a day,Environment,Very accurate,Yes,Somewhat relevant,Moderate impact,Trust somewhat,Very concerned,High quality,Not influential,Improve fact-checking
78,Female,PhD,Student,Liberal,Australia,4+ hours,Facebook,Several times a day,Memes,Political parties,Within the last hour,Several times a day,Immigration,Somewhat accurate,No,Somewhat relevant,Moderate impact,Trust a lot,Somewhat concerned,Low quality,Somewhat influential,Provide more diverse sources
30,Female,Master's,Student,Independent,UK,4+ hours,Facebook,Once a day,Memes,Political parties,Within the last 24 hours,Few times a week,Immigration,Somewhat accurate,No,Not relevant,Moderate impact,Trust somewhat,Somewhat concerned,High quality,Very influential,Enhance user controls
38,Male,Bachelor's,Employed,Conservative,Australia,1-2 hours,Twitter,Rarely,News articles,Political parties,Within the last hour,Few times a week,Healthcare,Not accurate,No,Somewhat relevant,Moderate impact,Do not trust,Somewhat concerned,High quality,Very influential,Improve fact-checking
57,Non-binary,PhD,Employed,Conservative,UK,0-1 hour,Twitter,Rarely,Opinion pieces,Independent bloggers,Within the last week,Rarely,Environment,Somewhat accurate,No,Very relevant,Moderate impact,Do not trust,Somewhat concerned,High quality,Somewhat influential,Provide more diverse sources
